FederalID	College	State	Type	avg_salary_all	avg_comp_all	n_full	n_assoc	n_asst	n_instructors	n_all	avg_salary_full	avg_salary_assoc	avg_salary_asst	avg_comp_full	avg_comp_assoc	avg_comp_asst
1792	"DePauw University"	"IN"	"IIB"	452	587	51	57	38	0	146	540	433	361	695	570	465
1793	"Earlham College"	"IN"	"IIB"	445	551	44	13	22	0	79	514	394	338	639	483	414
1795	"University of Evansville"	"IN"	"IIA"	414	496	57	43	58	4	170	500	415	351	602	505	415
1798	"Franklin College of Indiana"	"IN"	"IIB"	381	477	24	16	20	0	60	440	363	325	549	453	411
1799	"Goshen College"	"IN"	"IIB"	345	418	37	19	28	0	84	388	341	291	479	410	344
1800	"Grace College"	"IN"	"IIB"	285	395	14	11	6	0	31	326	264	228	439	372	334
1801	"Hanover College"	"IN"	"IIB"	432	524	28	16	35	13	92	555	437	377	682	539	455
1803	"Huntington College"	"IN"	"IIB"	358	444	11	11	13	3	38	438	367	305	544	455	379
1804	"University of Indianapolis"	"IN"	"IIA"	382	469	16	38	52	19	125	487	408	358	620	515	433
1808	"Univ. of Southern Indiana"	"IN"	"IIA"	384	491	35	38	58	50	181	493	421	377	636	545	477
1809	"Indiana Univ.-Bloomington"	"IN"	"I"	540	685	624	344	305	1	1361	674	479	399	852	615	507
1811	"Indiana Univ.-East"	"IN"	"IIB"	341	443	5	12	24	0	59		405	327		529	424
1812	"Indiana-Purdue U.-Fort Wayne"	"IN"	"IIA"	385	503	53	106	123	15	303	498	408	340	648	534	444
1813	"Indiana Univ.-Indianapolis"	"IN"	"IIA"	469	599	170	217	215	1	688	643	469	405	820	604	514
1814	"Indiana Univ. at Kokomo"	"IN"	"IIB"	397	504	13	21	29	0	81	519	432	380	665	548	482
1815	"Indiana Univ.-Northwest"	"IN"	"IIA"	410	522	25	63	33	0	152	544	446	355	694	575	449
1816	"Indiana Univ. at South Bend"	"IN"	"IIA"	420	537	32	56	57	0	175	544	445	391	696	571	495
1817	"Indiana Univ.-Southeast"	"IN"	"IIA"	422	540	41	24	42	0	125	529	408	369	679	526	470
1820	"Manchester College"	"IN"	"IIB"	340	420	24	22	17	11	74	412	340	289	527	416	348
1821	"Marian College"	"IN"	"IIB"	330	411	15	23	34	5	79	420	329	303	520	411	379
1822	"Indiana Wesleyan University"	"IN"	"IIB"	335	418	22	23	34	2	81	396	342	294	492	431	367
1824	"Oakland City College"	"IN"	"IIB"	269	328	3	11	10	4	28		282	252		340	314
1825	"Purdue Univ.-Main Campus"	"IN"	"I"	562	722	603	411	400	29	1443	721	485	423	920	631	548
1827	"Purdue University-Calumet"	"IN"	"IIA"	405	530	47	105	74	21	247	519	413	364	677	541	479
1830	"Rose-Hulman Inst. of Tech."	"IN"	"IIB"	549	715	51	29	21	0	101	608	522	447	797	679	568
1832	"Saint Francis College"	"IN"	"IIB"	316	373	3	8	21	5	37		334	313		393	371
1833	"Saint Joseph's College"	"IN"	"IIB"	344	443	13	12	19	1	45	373	374	312	486	478	400
1834	"Calumet College of St.Joseph"	"IN"	"IIB"	265	353	6	6	9	2	23	324	264	235	426	350	316
1835	"Saint Mary-of-the-Woods Coll"	"IN"	"IIB"	232	290	11	11	18	4	44	307	234	199	382	295	246
1836	"Saint Mary's College"	"IN"	"IIB"	388	505	21	43	52	1	117	524	391	331	675	509	435
1837	"Saint Meinrad College"	"IN"	"IIB"	332	376	6	3	5	1	15	357			405		
1838	"Taylor University"	"IN"	"IIB"	355	480	36	31	25	3	95	404	352	300	555	486	382
1839	"Tri-State University"	"IN"	"IIB"	340	415	23	28	10	3	64	395	324	291	485	395	356
1840	"University of Notre Dame"	"IN"	"I"	637	787	274	195	164	11	644	798	562	470	985	701	573
1842	"Valparaiso University"	"IN"	"IIA"	446	548	67	58	74	5	204	559	423	372	681	525	459
1844	"Wabash College"	"IN"	"IIB"	501	637	31	22	20	1	74	612	474	371	770	602	482
9563	"Indiana State University"	"IN"	"I"	423	545	248	133	151	16	548	500	394	343	647	513	438
1903	"Baker University"	"KS"	"IIB"	327	397	18	18	16	0	52	369	318	288	443	396	346
1904	"Bethany College"	"KS"	"IIB"	281	350	16	9	24	2	51	335	280	248	415	360	308
1905	"Bethel College"	"KS"	"IIB"	285	358	16	19	8	5	48	325	285	267	408	356	336
1915	"Fort Hays State University"	"KS"	"IIA"	377	474	84	56	71	21	232	446	378	325	556	475	412
1926	"Pittsburg State University"	"KS"	"IIA"	375	477	103	76	70	4	291	450	381	331	567	484	425
1927	"Emporia State University"	"KS"	"IIA"	367	471	67	67	78	26	238	435	390	330	553	499	427
1928	"Kansas State University"	"KS"	"I"	440	554	305	231	259	63	858	550	419	368	686	530	466
1929	"Kansas Wesleyan University"	"KS"	"IIB"	293	340	11	14	10	3	38	337	290	265	394	343	299
1933	"McPherson College"	"KS"	"IIB"	272	342	7	16	11	3	37	318	274	254	397	353	313
1937	"Ottawa University"	"KS"	"IIB"	284	338	13	12	22	8	55	338	292	264	410	348	309
1940	"Southwestern College"	"KS"	"IIB"	311	380	16	10	10	3	39	340	318	278	415	388	341
1943	"Saint Mary College"	"KS"	"IIB"	282	335	10	11	15	5	43	336	301	261	390	358	313
1946	"Tabor College"	"KS"	"IIB"	257	326	8	5	8	3	24	304		222	385		282
1948	"University of Kansas-Main"	"KS"	"I"	485	603	474	297	204	6	981	579	422	367	714	529	458
1949	"Washburn University"	"KS"	"IIA"	457	561	76	55	59	11	201	594	438	333	719	540	416
1950	"Wichita State University"	"KS"	"IIA"	415	514	101	154	188	24	467	555	417	361	679	518	450
7032	"Mid-America Nazarene College"	"KS"	"IIB"	300	372	18	12	24	6	60	371	305	265	457	378	329
10256	"Benedictine College"	"KS"	"IIB"	296	342	11	16	16	7	50	335	316	278	374	368	327
1954	"Bellarmine College"	"KY"	"IIA"	394	482	32	18	27	7	84	473	385	326	583	480	396
1955	"Berea College"	"KY"	"IIB"	436	525	32	43	31	6	112	552	428	355	675	518	421
1958	"Brescia College"	"KY"	"IIB"	299	357	4	10	14	4	32		322	273		390	324
1959	"Campbellsville College"	"KY"	"IIB"	277	347	12	11	16	7	46	342	278	252	422	350	318
1960	"Spalding University"	"KY"	"IIB"	313	363	15	22	26	3	66	359	315	289	416	370	333
1961	"Centre College"	"KY"	"IIB"	431	532	27	21	21	4	73	521	418	351	653	514	423
1962	"Cumberland College"	"KY"	"IIB"	286	355	17	23	32	20	97	354	291	272	438	362	337
1963	"Eastern Kentucky University"	"KY"	"IIA"	442	555	237	135	185	29	586	519	439	371	648	551	468
1964	"Georgetown College"	"KY"	"IIB"	343	420	29	18	19	6	72	398	338	297	493	418	352
1968	"Kentucky State University"	"KY"	"IIB"	377	474	26	35	52	5	118	460	403	329	576	505	416
1969	"Kentucky Wesleyan College"	"KY"	"IIB"	327	405	17	18	11	5	51	383	326	292	474	404	358
1972	"Lindsey Wilson College"	"KY"	"IIB"	294	349	2	7	11	18	38		359	278		427	331
1976	"Morehead State University"	"KY"	"IIA"	373	472	87	89	123	37	336	478	395	322	600	498	410
1977	"Murray State University"	"KY"	"IIA"	383	503	95	101	101	7	336	462	396	342	601	520	451
1980	"Pikeville College"	"KY"	"IIB"	304	367	8	25	15	3	51	359	314	275	434	377	332
1987	"Transylvania University"	"KY"	"IIB"	384	521	18	25	18	2	63	447	393	318	627	526	424
1988	"Union College"	"KY"	"IIB"	277	335	11	20	8	9	48	314	287	255	383	353	304
1989	"University of Kentucky"	"KY"	"I"	521	628	470	416	308	6	1200	634	473	418	760	574	504
1999	"University of Louisville"	"KY"	"I"	476	584	276	208	169	12	674	584	442	368	715	547	449
2001	"Thomas More College"	"KY"	"IIB"	312	382	12	30	18	1	62	352	324	277	432	394	345
2002	"Western Kentucky University"	"KY"	"IIA"	413	524	223	135	144	43	553	485	408	347	613	517	442
9275	"Northern Kentucky University"	"KY"	"IIA"	388	478	83	96	90	14	341	506	427	350	623	529	432
2003	"Centenary College of La."	"LA"	"IIB"	412	512	28	20	16	2	66	499	380	324	625	468	396
2004	"Dillard University"	"LA"	"IIB"	350	406	8	15	59	10	96	494	373	342	567	437	398
2005	"Nicholls State University"	"LA"	"IIB"	338	412	72	67	82	40	286	440	361	316	535	439	385
2006	"Grambling State University"	"LA"	"IIA"	349	391	48	48	124	45	265	442	392	329	491	437	369
2007	"Louisiana College"	"LA"	"IIB"	338	440	25	13	18	4	60	375	324	308	484	427	401
2008	"Louisiana Tech University"	"LA"	"IIA"	391	467	129	93	131	36	389	472	408	344	549	494	418
2010	"Louisiana St.Univ.and A&M C."	"LA"	"I"	464	559	561	387	313	178	1439	594	437	379	711	527	461
2013	"Louisiana St.Univ.Shreveport"	"LA"	"IIA"	385	458	53	37	48	18	156	458	414	337	539	498	403
2015	"University of New Orleans"	"LA"	"IIA"	404	483	199	128	116	67	510	512	378	352	609	453	423
2016	"Loyola University"	"LA"	"IIA"	476	587	77	103	45	2	241	593	451	393	728	560	482
2017	"McNeese State University"	"LA"	"IIA"	363	446	76	77	104	33	290	456	374	323	554	458	398
2020	"Northeast Louisiana Univ."	"LA"	"IIA"	343	418	88	102	159	100	449	459	376	325	559	458	396
2021	"Northwestern State Univ."	"LA"	"IIA"	335	403	44	47	98	34	223	418	360	312	500	432	375
2023	"Our Lady of Holy Cross Coll."	"LA"	"IIB"	314	385	1	9	9	6	25		306	325		378	400
2024	"Southeastern Louisiana Univ."	"LA"	"IIA"	348	421	68	68	163	90	389	468	405	329	566	486	398
2026	"Southern Univ.at New Orleans"	"LA"	"IIB"	320	387	23	22	64	11	120	406	329	298	487	397	361
2029	"Tulane University"	"LA"	"I"	564	699	172	166	115	3	456	713	514	418	876	646	514
2031	"Univ. Southwestern Louisiana"	"LA"	"I"	402	483	147	136	167	98	548	533	409	359	633	493	434
2032	"Xavier University of La."	"LA"	"IIA"	352	413	37	41	91	34	203	459	389	332	546	456	386
9636	"Southern Univ.A&M Coll.-Main"	"LA"	"IIA"	367	434	100	88	210	48	446	455	392	336	538	464	398
2115	"Amherst College"	"MA"	"IIB"	610	774	87	23	43	0	153	726	516	425	917	661	546
2117	"Anna Maria College"	"MA"	"IIB"	341	416	6	9	14	4	33	407	364	318	499	470	377
2118	"Assumption College"	"MA"	"IIB"	385	492	22	42	40	3	107	479	400	325	610	518	413
2120	"Merrimack College"	"MA"	"IIB"	395	510	24	63	38	0	125	507	393	326	652	518	407
2121	"Babson College"	"MA"	"IIB"	633	790	31	45	31	3	119	787	613	557	975	769	700
2124	"Bentley College"	"MA"	"IIA"	575	712	48	84	56	10	198	717	566	493	894	708	599
2126	"Berklee College of Music"	"MA"	"IIB"	381	466	17	59	61	2	139	504	402	329	605	491	405
2128	"Boston College"	"MA"	"I"	614	761	165	245	126	10	556	784	569	496	964	717	604
2132	"Bradford College"	"MA"	"IIB"	346	435	9	18	8	6	41	447	352	310	557	450	384
2133	"Brandeis University"	"MA"	"I"	550	686	142	71	40	3	299	687	493	403	859	619	496
2139	"Clark University"	"MA"	"IIA"	522	651	58	64	38	0	160	664	469	395	822	593	488
2140	"Coll.of Our Lady of the Elms"	"MA"	"IIB"	342	415	10	18	19	5	52	431	353	305	524	429	371
2141	"College of the Holy Cross"	"MA"	"IIB"	519	644	44	84	54	4	186	695	506	406	875	627	500
2146	"Emerson College"	"MA"	"IIA"	488	632	21	33	35	3	92	669	502	386	874	652	494
2153	"Gordon College"	"MA"	"IIB"	381	505	35	18	13	5	71	432	352	319	578	467	424
2155	"Harvard University"	"MA"	"I"	793	989	654	149	255	8	1172	1009	559	500	1236	723	653
2158	"Lasell College"	"MA"	"IIB"	320	387	3	7	13	4	27		336	322		403	389
2161	"Univ. of Mass. at Lowell"	"MA"	"I"	587	717	223	191	52	10	476	664	539	464	805	662	577
2178	"Massachusetts Inst. of Tech."	"MA"	"I"	757	951	583	177	164	36	989	903	637	528	1124	806	678
2183	"Bridgewater State College"	"MA"	"IIA"	468	617	144	53	41	17	255	517	440	400	672	583	542
2184	"Fitchburg State College"	"MA"	"IIA"	444	560	87	56	70	11	224	512	429	395	644	540	501
2187	"North Adams State College"	"MA"	"IIB"	428	546	34	34	21	2	91	510	394	361	642	507	468
2189	"Westfield State College"	"MA"	"IIA"	457	578	79	46	44	0	169	523	419	378	662	530	478
2190	"Worcester State College"	"MA"	"IIA"	463	593	81	44	30	13	168	528	456	370	669	585	483
2192	"Mount Holyoke College"	"MA"	"IIB"	541	678	73	47	51	3	191	694	505	400	866	645	496
2199	"Northeastern University"	"MA"	"I"	543	705	236	260	176	0	730	688	525	460	880	689	599
2206	"Regis College"	"MA"	"IIB"	407	513	9	20	14	1	46	504	425	345	627	542	426
2208	"Simmons College"	"MA"	"IIA"	477	593	54	54	53	6	167	589	471	386	724	592	482
2209	"Smith College"	"MA"	"IIA"	591	747	127	70	59	6	262	732	514	405	932	646	502
2210	"Univ. of Mass.-Dartmouth"	"MA"	"IIA"	526	665	203	61	32	1	321	572	482	420	722	611	535
2211	"Springfield College"	"MA"	"IIA"	376	467	34	45	78	17	174	520	404	321	643	501	399
2217	"Stonehill College"	"MA"	"IIB"	423	539	24	56	36	0	116	513	428	354	657	541	458
2218	"Suffolk University"	"MA"	"IIA"	611	777	111	73	33	15	232	727	548	484	925	706	599
2219	"Tufts University"	"MA"	"I"	592	777	148	157	98	2	405	735	549	447	964	710	607
2221	"Univ. Massachussets-Amherst"	"MA"	"I"	607	762	650	306	146	7	1172	704	537	438	880	680	557
2222	"Univ. Massachusetts-Boston"	"MA"	"IIA"	549	686	154	186	100	1	473	656	543	445	813	679	563
2224	"Wellesley College"	"MA"	"IIB"	603	779	97	44	74	4	222	757	550	453	988	712	570
2226	"Western New England College"	"MA"	"IIA"	543	682	54	42	29	6	131	659	497	437	823	632	545
2227	"Wheaton College"	"MA"	"IIB"	486	601	44	16	25	6	91	602	435	357	740	539	448
2228	"Wheelock College"	"MA"	"IIA"	415	505	8	20	20	1	49	545	420	362	662	518	433
2229	"Williams College"	"MA"	"IIB"	543	719	77	36	88	0	213	707	503	417	923	669	566
2233	"Worcester Polytechnic Inst."	"MA"	"IIA"	546	693	75	70	58	4	212	659	527	451	842	680	557
1436	"Capitol College"	"MD"	"IIB"	352	416	5	7	5	0	17		344			406	
2062	"Bowie State University"	"MD"	"IIA"	401	515	31	28	51	14	127	510	433	349	647	554	452
2065	"College of Notre Dame of Md."	"MD"	"IIB"	362	419	19	25	29	3	76	443	377	309	493	441	365
2067	"Columbia Union College"	"MD"	"IIB"	296	329	17	9	11	5	42	308	297	293	344	329	325
2068	"Coppin State College"	"MD"	"IIB"	431	554	26	32	36	4	103	557	435	366	707	559	476
2072	"Frostburg State University"	"MD"	"IIA"	416	530	76	56	70	8	228	498	423	366	646	538	468
2073	"Goucher College"	"MD"	"IIB"	411	518	21	27	23	4	75	529	387	358	661	489	452
2076	"Hood College"	"MD"	"IIA"	402	502	14	21	40	1	76	516	425	352	665	530	434
2077	"Johns Hopkins University"	"MD"	"I"	593	734	330	110	160	52	767	798	542	435	972	677	551
2078	"Loyola College in Maryland"	"MD"	"IIA"	482	617	50	76	89	5	222	632	500	397	802	640	511
2083	"Morgan State University"	"MD"	"IIA"	450	571	26	41	91	42	229	594	517	439	743	651	558
2086	"Mount Saint Mary's Coll.&Sem"	"MD"	"IIB"	358	448	14	29	34	4	85	465	384	311	563	487	382
2091	"Salisbury State University"	"MD"	"IIA"	404	513	54	63	78	8	240	543	445	357	679	562	458
2092	"Saint John's College-Main"	"MD"	"IIB"	437	572	0	0	0	0	43						
2095	"St.Mary's Coll.of Maryland"	"MD"	"IIB"	426	526	24	35	29	9	97	560	426	347	686	533	430
2099	"Towson State University"	"MD"	"IIA"	439	573	141	136	169	25	471	531	433	388	692	565	505
2101	"U. S. Naval Academy"	"MD"	"IIB"	492	600	125	100	67	7	299	595	455	377	721	556	466
2102	"University of Baltimore"	"MD"	"IIA"	582	719	62	50	54	0	166	680	560	490	833	693	612
2103	"Univ.of Maryland-Coll. Park"	"MD"	"I"	539	669	535	388	163	133	1285	703	487	406	865	608	505
2105	"Univ.of Maryland-Balto.Co."	"MD"	"I"	464	577	87	119	104	32	353	638	455	395	783	571	491
2106	"Univ.of Maryland-Estrn Shore"	"MD"	"IIA"	379	482	8	33	25	5	113	500	455	388	630	572	493
2108	"Washington College"	"MD"	"IIB"	443	562	33	12	15	0	60	496	419	348	637	532	421
2109	"Western Maryland College"	"MD"	"IIB"	412	530	36	30	10	3	79	477	379	313	612	489	400
2033	"Univ.of Maine at Presque Isl"	"ME"	"IIB"	343	440	15	19	25	4	67	439	354	302	562	453	389
2036	"Bates College"	"ME"	"IIB"	518	635	45	31	45	6	127	671	490	404	824	600	494
2038	"Bowdoin College"	"ME"	"IIB"	554	682	41	40	35	4	123	738	527	418	918	651	503
2039	"Colby College"	"ME"	"IIB"	524	629	43	33	60	4	140	745	515	383	904	622	453
2040	"Univ.of Maine at Farmington"	"ME"	"IIB"	385	496	47	26	13	14	101	464	348	292	594	448	377
2041	"Univ.of Maine at Fort Kent"	"ME"	"IIB"	356	456	9	10	12	2	33	436	347	320	555	442	415
2043	"Husson College"	"ME"	"IIB"	334	374	12	13	18	6	49	407	358	302	454	401	338
2050	"University of New England"	"ME"	"IIA"	354	434	11	22	39	4	76	450	380	323	545	468	396
2051	"Saint Joseph's College"	"ME"	"IIB"	295	370	4	8	33	0	45		321	283		391	353
2052	"Thomas College"	"ME"	"IIB"	318	374	2	7	8	0	17		338	297		404	341
2053	"Univ.of Maine at Orono"	"ME"	"I"	449	566	122	197	102	19	452	574	436	366	716	552	463
2055	"Univ.of Maine at Machias"	"ME"	"IIB"	360	462	7	24	8	0	39	465	355	284	582	459	366
6858	"Unity College"	"ME"	"IIB"	285	340	8	7	16	0	31	355	261	261	418	313	313
9762	"Univ.of Maine at Southern"	"ME"	"IIA"	459	578	78	144	61	7	291	584	439	362	724	558	459
2234	"Adrian College"	"MI"	"IIB"	386	493	37	8	14	7	66	439	365	316	559	466	407
2235	"Albion College"	"MI"	"IIB"	462	589	47	27	33	2	109	562	443	346	716	573	437
2236	"Alma College"	"MI"	"IIB"	422	527	25	27	21	2	75	523	408	335	645	515	423
2239	"Aquinas College"	"MI"	"IIB"	319	392	27	32	27	4	90	387	313	275	491	376	331
2241	"Calvin College"	"MI"	"IIB"	446	571	152	33	20	7	212	471	410	363	604	527	461
2243	"Central Michigan University"	"MI"	"IIA"	490	648	230	191	137	23	581	588	460	397	768	612	534
2247	"Concordia College"	"MI"	"IIB"	289	369	10	12	15	3	40	342	304	257	428	377	340
2252	"William Tyndale College"	"MI"	"IIB"	295	362	1	2	4	0	7	309			377		
2259	"Eastern Michigan University"	"MI"	"IIA"	462	605	318	171	160	17	729	560	447	389	722	590	519
2260	"Ferris State University"	"MI"	"IIA"	467	628	143	160	151	10	477	546	470	409	713	631	566
2266	"Grand Rapids Baptist College"	"MI"	"IIB"	283	371	9	19	12	4	44	353	287	254	474	376	326
2268	"Grand Valley State Univ."	"MI"	"IIB"	467	604	91	105	118	7	321	568	479	387	726	619	508
2273	"Hope College"	"MI"	"IIB"	443	585	70	49	38	2	159	515	420	350	681	559	455
2275	"Kalamazoo College"	"MI"	"IIB"	452	571	36	25	24	7	92	553	440	352	696	569	440
2282	"Madonna University"	"MI"	"IIB"	382	459	19	12	42	11	84	482	395	352	576	465	430
2284	"Marygrove College"	"MI"	"IIB"	348	429	7	26	13	3	49	433	365	290	534	450	358
2290	"Michigan State University"	"MI"	"I"	555	732	949	494	350	47	1840	651	493	413	843	663	569
2292	"Michigan Technological Univ."	"MI"	"IIA"	511	671	99	124	95	11	338	668	482	420	854	638	563
2293	"Lake Superior State Univ."	"MI"	"IIB"	422	557	32	35	38	7	112	510	446	357	661	596	473
2301	"Northern Michigan University"	"MI"	"IIA"	467	619	149	72	61	21	329	571	459	347	749	609	468
2307	"Oakland University"	"MI"	"IIA"	534	710	123	142	85	8	358	633	518	432	831	690	582
2308	"Olivet College"	"MI"	"IIB"	329	390	13	4	23	2	44	400		306	487		357
2314	"Saginaw Valley State Univ."	"MI"	"IIA"	446	580	91	40	29	6	174	499	448	364	642	586	482
2316	"Siena Heights College"	"MI"	"IIB"	325	418	2	31	23	1	57		342	300		443	383
2318	"Spring Arbor College"	"MI"	"IIB"	320	400	22	15	19	6	62	368	321	284	455	398	370
2326	"Univ.of Michigan-Dearborn"	"MI"	"IIA"	451	582	70	66	51	0	219	552	452	408	701	583	531
2327	"Univ.of Michigan-Flint"	"MI"	"IIA"	437	555	43	46	57	1	184	566	460	409	708	582	522
2329	"Wayne State University"	"MI"	"I"	535	669	317	267	216	8	925	683	525	447	846	664	560
2330	"Western Michigan University"	"MI"	"I"	502	633	285	233	189	24	731	603	489	396	755	620	505
4673	"Baker College of Flint"	"MI"	"IIB"	385	496	5	4	25	2	36			370			481
6771	"Center for Creative Studies"	"MI"	"IIB"	360	442	29	11	6	2	48	401	333	263	489	413	331
9092	"Univ.of Michigan-Ann Arbor"	"MI"	"I"	605	760	850	419	472	9	1968	777	577	460	955	731	595
2334	"Augsburg College"	"MN"	"IIB"	357	450	35	29	58	1	123	432	356	314	559	449	387
2336	"Bemidji State University"	"MN"	"IIA"	419	539	91	40	50	11	192	490	403	341	629	520	443
2340	"Carleton College"	"MN"	"IIB"	521	659	68	36	45	4	155	638	486	394	807	604	505
2341	"College of Saint Benedict"	"MN"	"IIB"	381	468	18	50	47	8	125	493	404	334	595	512	405
2342	"College of St. Catherine"	"MN"	"IIB"	356	427	27	53	54	9	143	428	369	326	515	448	385
2343	"College of St. Scholastica"	"MN"	"IIB"	345	436	14	31	50	18	119	461	374	327	568	466	421
2345	"University of St. Thomas"	"MN"	"IIA"	402	508	31	104	146	29	310	563	429	366	702	538	465
2346	"Concordia College-Moorhead"	"MN"	"IIB"	413	496	47	38	60	21	166	527	419	356	638	503	426
2347	"Concordia College-St. Paul"	"MN"	"IIB"	353	433	14	12	23	1	50	407	363	319	493	443	394
2353	"Gustavus Adolphus College"	"MN"	"IIB"	408	518	59	47	44	12	162	486	402	338	625	507	423
2354	"Hamline University"	"MN"	"IIA"	461	583	58	29	27	8	128	556	451	342	706	575	424
2358	"Macalester College"	"MN"	"IIB"	514	645	46	32	36	7	121	639	492	406	807	622	500
2360	"Mankato State University"	"MN"	"IIA"	453	580	210	138	125	16	489	523	441	371	662	567	482
2367	"Moorhead State University"	"MN"	"IIA"	419	540	131	65	120	29	345	512	421	353	651	544	461
2371	"Northwestern College"	"MN"	"IIB"	333	441	13	16	27	1	57	373	339	313	510	454	406
2375	"Southwest State University"	"MN"	"IIB"	459	602	57	40	19	1	117	525	417	355	686	551	466
2377	"St. Cloud State University"	"MN"	"IIA"	441	570	259	143	146	25	573	518	417	354	662	546	464
2379	"St. John's University"	"MN"	"IIB"	418	532	37	44	38	6	126	512	412	353	672	523	435
2380	"Saint Mary's Coll. of Minn."	"MN"	"IIA"	389	473	28	23	27	3	81	488	396	295	595	483	358
2382	"St. Olaf College"	"MN"	"IIB"	446	543	82	93	49	11	235	551	417	355	673	509	430
2388	"Univ. Minnesota-Duluth"	"MN"	"IIA"	458	606	90	112	72	11	285	551	446	386	719	591	520
2389	"Univ. Minnesota-Morris"	"MN"	"IIB"	389	522	27	23	45	17	112	533	399	334	697	534	457
2394	"Winona State University"	"MN"	"IIB"	430	547	118	73	85	17	293	515	420	358	652	537	454
3969	"Univ. Minnesota-Twin Cities"	"MN"	"I"	557	719	785	468	271	12	1538	662	468	418	842	613	552
9058	"Bethel College"	"MN"	"IIB"	375	503	43	48	12	7	110	430	356	313	597	464	404
2449	"Avila College"	"MO"	"IIB"	317	377	10	13	17	12	52	379	340	295	459	404	349
2453	"Central Methodist College"	"MO"	"IIB"	310	374	11	20	22	3	56	402	336	252	478	403	308
2454	"Central Missouri State Univ."	"MO"	"IIA"	429	526	158	103	135	53	451	517	440	379	630	538	467
2456	"Columbia College"	"MO"	"IIB"	299	364	10	11	22	3	46	362	307	273	437	375	336
2460	"Culver-Stockton College"	"MO"	"IIB"	332	388	9	20	22	1	52	396	348	297	463	406	347
2461	"Drury College"	"MO"	"IIB"	375	460	26	23	31	2	87	448	394	323	546	483	400
2466	"Harris-Stowe State College"	"MO"	"IIB"	304	377	12	6	8	14	40	350	298	302	431	370	374
2473	"Kansas City Art Institute"	"MO"	"IIB"	373	450	26	1	13	7	47	440		299	535		357
2479	"Lincoln University"	"MO"	"IIA"	308	381	22	22	45	30	119	414	335	282	506	413	350
2480	"Lindenwood College"	"MO"	"IIA"	340	392	15	27	55	0	97	416	367	306	477	422	354
2482	"Maryville Univ. of St.Louis"	"MO"	"IIA"	359	442	26	13	27	12	78	449	355	310	548	434	378
2488	"Missouri Southern State Coll"	"MO"	"IIB"	389	476	42	50	67	28	187	489	406	349	592	496	430
2489	"Missouri Valley College"	"MO"	"IIB"	302	357	4	18	22	3	47		318	285		379	334
2490	"Missouri Western State Coll."	"MO"	"IIB"	385	474	44	44	64	9	161	473	393	334	580	483	414
2495	"Northeast Missouri St. Univ."	"MO"	"IIA"	385	473	54	103	142	27	328	505	411	342	615	502	422
2496	"Northwest Missouri St. Univ."	"MO"	"IIA"	379	461	48	49	85	36	231	526	404	348	634	490	425
2498	"Park College"	"MO"	"IIB"	299	356	10	8	24	3	45	341	320	283	407	388	336
2499	"Rockhurst College"	"MO"	"IIB"	369	448	15	31	33	9	88	448	380	350	548	460	422
2500	"College of The Ozarks"	"MO"	"IIB"	393	482	27	25	23	4	79	446	392	350	547	483	425
2501	"Southeast Missouri St. Univ."	"MO"	"IIA"	416	508	113	99	106	45	363	505	432	359	612	527	441
2503	"Southwest Missouri St. Univ."	"MO"	"IIA"	417	502	247	151	180	43	671	516	422	364	617	510	441
2506	"Saint Louis Univ.-Main"	"MO"	"I"	500	600	133	111	120	31	395	657	475	402	783	575	484
2512	"Stephens College"	"MO"	"IIB"	282	364	0	0	0	0	62						
2516	"Univ.of Missouri-Columbia"	"MO"	"I"	485	592	336	256	244	63	899	603	456	407	729	560	499
2517	"Univ.of Missouri-Rolla"	"MO"	"I"	564	686	114	79	56	4	253	663	508	454	802	626	557
2518	"Univ.of Missouri-Kansas City"	"MO"	"I"	473	577	151	167	107	9	434	580	445	381	702	545	467
2519	"Univ.of Missouri-St. Louis"	"MO"	"I"	476	579	86	103	110	5	304	576	460	412	699	561	503
2520	"Washington University"	"MO"	"I"	601	730	264	136	175	18	620	782	534	451	952	652	540
2521	"Webster University"	"MO"	"IIA"	395	495	28	29	55	0	115	505	435	325	623	542	414
2523	"Westminster College"	"MO"	"IIB"	381	465	17	17	12	4	50	451	390	298	549	481	361
2524	"William Jewell College"	"MO"	"IIB"	364	463	42	12	31	3	88	422	342	306	529	458	391
2525	"William Woods University"	"MO"	"IIB"	312	390	13	13	13	5	45	370	303	290	476	374	350
7540	"Missouri Baptist College"	"MO"	"IIB"	265	344	1	7	10	11	29		294	281		389	360
9089	"Hannibal-LaGrange College"	"MO"	"IIB"	258	324	4	8	21	5	38		284	248		366	308
2396	"Alcorn State University"	"MS"	"IIB"	320	406	25	35	35	73	168	419	371	326	534	473	414
2397	"Belhaven College"	"MS"	"IIB"	314	366	9	8	15	2	34	364	304	298	423	355	348
2398	"Blue Mountain College"	"MS"	"IIB"	263	322	6	12	5	2	25	284	259		347	315	
2403	"Delta State University"	"MS"	"IIA"	337	413	60	32	47	36	175	400	337	314	487	413	386
2410	"Jackson State University"	"MS"	"IIA"	362	436	81	79	114	54	328	425	391	337	511	471	407
2414	"Millsaps College"	"MS"	"IIB"	387	475	25	27	29	4	85	498	376	322	615	478	381
2422	"Mississippi Univ. for Women"	"MS"	"IIA"	324	400	33	5	44	30	112	400		306	492		379
2423	"Mississippi State University"	"MS"	"I"	455	548	278	191	155	40	669	540	432	389	649	521	471
